president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Donald Trump,All polls,1/20/2021,8/16/2017,8/18/2017,Gallup,B,1500,a,0.15841743,0,37,57,37.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50109,78753,8/20/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/17/2017,8/19/2017,Gallup,B,1500,a,0.15841743,0,36,58,36.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50108,78752,8/20/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/18/2017,8/20/2017,Gallup,B,1500,a,0.15841743,0,35,59,35.861441,57.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50111,78755,8/21/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/19/2017,8/21/2017,Gallup,B,1500,a,0.15841743,0,35,60,35.861441,58.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50116,78760,8/22/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/20/2017,8/22/2017,Gallup,B,1500,a,0.15841743,0,35,59,35.861441,57.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50125,78777,8/23/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/21/2017,8/23/2017,Gallup,B,1500,a,0.15841743,0,34,60,34.861441,58.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50129,78783,8/24/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/22/2017,8/24/2017,Gallup,B,1500,a,0.15841743,0,34,60,34.861441,58.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50132,78786,8/25/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/23/2017,8/25/2017,Gallup,B,1500,a,0.15841743,0,35,60,35.861441,58.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50138,78797,8/26/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/24/2017,8/26/2017,Gallup,B,1500,a,0.15841743,0,35,60,35.861441,58.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50139,78798,8/27/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/25/2017,8/27/2017,Gallup,B,1500,a,0.15841743,0,35,60,35.861441,58.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50141,78800,8/28/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/26/2017,8/28/2017,Gallup,B,1500,a,0.15841743,0,35,60,35.861441,58.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50144,78803,8/29/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/27/2017,8/29/2017,Gallup,B,1500,a,0.15841743,0,35,59,35.861441,57.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50152,78817,8/30/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/28/2017,8/30/2017,Gallup,B,1500,a,0.15841743,0,34,60,34.861441,58.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50157,78823,8/31/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/29/2017,8/31/2017,Gallup,B,1500,a,0.15841743,0,34,61,34.861441,59.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50159,78825,9/1/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/30/2017,9/1/2017,Gallup,B,1500,a,0.15841743,0,34,61,34.861441,59.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50164,78834,9/2/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,8/31/2017,9/2/2017,Gallup,B,1500,a,0.15841743,0,36,58,36.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50165,78835,9/3/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/1/2017,9/3/2017,Gallup,B,1500,a,0.15841743,0,38,56,38.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50167,78837,9/4/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/2/2017,9/4/2017,Gallup,B,1500,a,0.15841743,0,37,56,37.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50169,78839,9/5/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/3/2017,9/5/2017,Gallup,B,1500,a,0.15841743,0,37,56,37.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50177,78853,9/6/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/4/2017,9/6/2017,Gallup,B,1500,a,0.15841743,0,36,57,36.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50180,78857,9/7/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/5/2017,9/7/2017,Gallup,B,1500,a,0.15841743,0,36,57,36.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50186,78866,9/8/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/6/2017,9/8/2017,Gallup,B,1500,a,0.15841743,0,38,56,38.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50188,78869,9/9/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/7/2017,9/9/2017,Gallup,B,1500,a,0.15841743,0,38,56,38.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50189,78870,9/10/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/8/2017,9/10/2017,Gallup,B,1500,a,0.15841743,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50191,78872,9/11/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/9/2017,9/11/2017,Gallup,B,1500,a,0.15841743,0,37,58,37.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50193,78874,9/12/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/10/2017,9/12/2017,Gallup,B,1500,a,0.15841743,0,37,57,37.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50201,78888,9/13/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/11/2017,9/13/2017,Gallup,B,1500,a,0.15841743,0,37,56,37.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50204,78892,9/14/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/12/2017,9/14/2017,Gallup,B,1500,a,0.15841743,0,37,57,37.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50206,78894,9/15/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/13/2017,9/15/2017,Gallup,B,1500,a,0.15841743,0,36,59,36.861441,57.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50212,78905,9/16/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/14/2017,9/16/2017,Gallup,B,1500,a,0.15841743,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50215,78908,9/17/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/15/2017,9/17/2017,Gallup,B,1500,a,0.15841743,0,38,56,38.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50217,78910,9/18/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/16/2017,9/18/2017,Gallup,B,1500,a,0.15841743,0,38,55,38.861441,53.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50220,78913,9/19/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/17/2017,9/19/2017,Gallup,B,1500,a,0.15841743,0,39,55,39.861441,53.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50229,78931,9/20/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/18/2017,9/20/2017,Gallup,B,1500,a,0.15841743,0,37,56,37.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50232,78935,9/21/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/19/2017,9/21/2017,Gallup,B,1500,a,0.15841743,0,38,56,38.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50236,78940,9/22/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/20/2017,9/22/2017,Gallup,B,1500,a,0.15841743,0,37,56,37.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50241,78948,9/23/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/21/2017,9/23/2017,Gallup,B,1500,a,0.15841743,0,40,54,40.861441,52.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50243,78953,9/24/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/22/2017,9/24/2017,Gallup,B,1500,a,0.15841743,0,39,54,39.861441,52.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50246,78956,9/25/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/23/2017,9/25/2017,Gallup,B,1500,a,0.15841743,0,39,56,39.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50251,78961,9/26/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/24/2017,9/26/2017,Gallup,B,1500,a,0.15841743,0,37,58,37.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50258,78974,9/27/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/25/2017,9/27/2017,Gallup,B,1500,a,0.15841743,0,36,59,36.861441,57.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50263,78981,9/28/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/26/2017,9/28/2017,Gallup,B,1500,a,0.15841743,0,37,59,37.861441,57.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50269,78991,9/29/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/27/2017,9/29/2017,Gallup,B,1500,a,0.15841743,0,37,58,37.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50271,78994,9/30/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/28/2017,9/30/2017,Gallup,B,1500,a,0.15841743,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50272,78995,10/1/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/29/2017,10/1/2017,Gallup,B,1500,a,0.15841743,0,37,57,37.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50274,78997,10/2/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,9/30/2017,10/2/2017,Gallup,B,1500,a,0.15841743,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50276,78999,10/3/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/1/2017,10/3/2017,Gallup,B,1500,a,0.15841743,0,39,57,39.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50284,79014,10/4/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/2/2017,10/4/2017,Gallup,B,1500,a,0.15841743,0,39,56,39.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50288,79019,10/5/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/3/2017,10/5/2017,Gallup,B,1500,a,0.15841743,0,39,57,39.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50293,79025,10/6/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/4/2017,10/6/2017,Gallup,B,1500,a,0.15841743,0,39,56,39.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50299,79034,10/7/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/5/2017,10/7/2017,Gallup,B,1500,a,0.15841743,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50300,79035,10/8/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/6/2017,10/8/2017,Gallup,B,1500,a,0.15841743,0,37,56,37.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50302,79037,10/9/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/7/2017,10/9/2017,Gallup,B,1500,a,0.15841743,0,36,58,36.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50309,79044,10/10/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/8/2017,10/10/2017,Gallup,B,1500,a,0.15841743,0,37,56,37.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50318,79059,10/11/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/9/2017,10/11/2017,Gallup,B,1500,a,0.15841743,0,37,57,37.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50320,79061,10/12/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/10/2017,10/12/2017,Gallup,B,1500,a,0.15841743,0,39,54,39.861441,52.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50323,79065,10/13/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/11/2017,10/13/2017,Gallup,B,1500,a,0.15841743,0,38,56,38.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50329,79075,10/14/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/12/2017,10/14/2017,Gallup,B,1500,a,0.15841743,0,38,56,38.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50331,79077,10/15/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/13/2017,10/15/2017,Gallup,B,1500,a,0.15841743,0,36,59,36.861441,57.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50334,79080,10/16/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/14/2017,10/16/2017,Gallup,B,1500,a,0.15841743,0,37,58,37.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50344,79100,10/17/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/15/2017,10/17/2017,Gallup,B,1500,a,0.15841743,0,36,59,36.861441,57.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50350,79108,10/18/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/16/2017,10/18/2017,Gallup,B,1500,a,0.15841743,0,36,59,36.861441,57.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50352,79112,10/19/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/17/2017,10/19/2017,Gallup,B,1500,a,0.15841743,0,35,60,35.861441,58.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50356,79118,10/20/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/18/2017,10/20/2017,Gallup,B,1500,a,0.15841743,0,36,59,36.861441,57.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50360,79125,10/21/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/19/2017,10/21/2017,Gallup,B,1500,a,0.15841743,0,36,58,36.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50361,79126,10/22/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/20/2017,10/22/2017,Gallup,B,1500,a,0.15841743,0,36,57,36.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50366,79132,10/23/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/21/2017,10/23/2017,Gallup,B,1500,a,0.15841743,0,36,58,36.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50369,79135,10/24/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/22/2017,10/24/2017,Gallup,B,1500,a,0.15844849,0,36,59,36.861441,57.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50377,79150,10/25/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/23/2017,10/25/2017,Gallup,B,1500,a,0.15848741,0,37,58,37.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50380,79154,10/26/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/24/2017,10/26/2017,Gallup,B,1500,a,0.1585108,0,36,58,36.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50384,79159,10/27/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/25/2017,10/27/2017,Gallup,B,1500,a,0.15853423,0,36,59,36.861441,57.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50389,79481,10/28/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/26/2017,10/28/2017,Gallup,B,1500,a,0.15855769,0,35,60,35.861441,58.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50390,79482,10/29/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/27/2017,10/29/2017,Gallup,B,1500,a,0.15858118,0,33,62,33.861441,60.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50394,79488,10/30/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/28/2017,10/30/2017,Gallup,B,1500,a,0.15860471,0,34,62,34.861441,60.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50397,79492,10/31/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/29/2017,10/31/2017,Gallup,B,1500,a,0.15862827,0,35,61,35.861441,59.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50403,79510,11/1/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/30/2017,11/1/2017,Gallup,B,1500,a,0.15865187,0,38,58,38.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50408,79518,11/2/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,10/31/2017,11/2/2017,Gallup,B,1500,a,0.1586755,0,39,57,39.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50412,79523,11/3/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/1/2017,11/3/2017,Gallup,B,1500,a,0.15879154,0,39,56,39.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50417,79531,11/4/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/2/2017,11/4/2017,Gallup,B,1500,a,0.15893122,0,37,57,37.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50418,79532,11/5/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/3/2017,11/5/2017,Gallup,B,1500,a,0.15902482,0,37,57,37.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50421,79536,11/6/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/4/2017,11/6/2017,Gallup,B,1500,a,0.15911867,0,37,57,37.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50425,79548,11/7/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/5/2017,11/7/2017,Gallup,B,1500,a,0.15921276,0,38,55,38.861441,53.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50431,79566,11/8/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/6/2017,11/8/2017,Gallup,B,1500,a,0.1593071,0,37,57,37.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50434,79573,11/9/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/7/2017,11/9/2017,Gallup,B,1500,a,0.15940169,0,37,58,37.861441,56.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50440,79587,11/10/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/8/2017,11/10/2017,Gallup,B,1500,a,0.15949652,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50442,79589,11/11/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/9/2017,11/11/2017,Gallup,B,1500,a,0.15959161,0,39,55,39.861441,53.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50443,79590,11/12/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/10/2017,11/12/2017,Gallup,B,1500,a,0.15968695,0,38,56,38.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50445,79592,11/13/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/11/2017,11/13/2017,Gallup,B,1500,a,0.16030648,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50453,79605,11/14/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/12/2017,11/14/2017,Gallup,B,1500,a,0.16106703,0,37,57,37.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50457,79622,11/15/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/13/2017,11/15/2017,Gallup,B,1500,a,0.16156728,0,37,57,37.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50461,79629,11/16/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/14/2017,11/16/2017,Gallup,B,1500,a,0.16207185,0,37,56,37.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50479,79656,11/17/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/15/2017,11/17/2017,Gallup,B,1500,a,0.16258081,0,39,56,39.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50483,79663,11/18/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/16/2017,11/18/2017,Gallup,B,1500,a,0.16309421,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50484,79664,11/19/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/17/2017,11/19/2017,Gallup,B,1500,a,0.16361213,0,38,57,38.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50487,79667,11/20/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/18/2017,11/20/2017,Gallup,B,1500,a,0.16413462,0,36,57,36.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50493,79683,11/21/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/19/2017,11/21/2017,Gallup,B,1500,a,0.16466177,0,38,55,38.861441,53.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50503,79708,11/22/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/20/2017,11/22/2017,Gallup,B,1500,a,0.16519363,0,38,55,38.861441,53.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50504,79709,11/23/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/21/2017,11/24/2017,Gallup,B,1500,a,0.12365324,0,38,55,38.861441,53.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50505,79710,11/25/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/22/2017,11/25/2017,Gallup,B,1500,a,0.24553479,0,37,57,37.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50506,79711,11/26/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/24/2017,11/26/2017,Gallup,B,1500,a,0.1631913,0,37,57,37.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50508,79713,11/27/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/25/2017,11/27/2017,Gallup,B,1500,a,0.16272969,0,37,56,37.861441,54.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50510,79715,11/28/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/26/2017,11/28/2017,Gallup,B,1500,a,0.16227254,0,38,55,38.861441,53.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50550,79782,11/29/2017,11:47:59 20 Jan 2021
Donald Trump,All polls,1/20/2021,11/27/2017,11/29/2017,Gallup,B,1500,a,0.16181978,0,36,57,36.861441,55.539189,,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50595,79843,11/30/2017,11:47:59 20 Jan 2021
